__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687609.279637,1689262590.972435,1.207573,0.917143,-0.143536,-0.011578,0.006407,-163.483884,0.989557,3.058836,5.933588,0.174557
1690687609.297251,1689262590.989603,1.200977,0.917305,-0.143611,-0.011521,0.006415,-163.475253,0.989546,3.058839,5.933589,0.174553
1690687609.297951,1689262590.989657,1.204319,0.920662,-0.143555,-0.011554,0.006441,-163.481656,0.989554,3.058856,5.933602,0.174567
1690687609.313328,1689262591.005832,1.202692,0.926397,-0.143545,-0.011547,0.006492,-163.482723,0.989555,3.058851,5.933601,0.174550
1690687609.322087,1689262591.014590,1.201705,0.915931,-0.143596,-0.011526,0.006403,-163.476943,0.989549,3.058826,5.933627,0.174551
1690687609.330194,1689262591.022634,1.208970,0.927740,-0.143607,-0.011604,0.006495,-163.475545,0.989546,3.058833,5.933612,0.174540
1690687609.346906,1689262591.039106,1.205159,0.923026,-0.143597,-0.011565,0.006460,-163.476690,0.989548,3.058833,5.933616,0.174553
1690687609.354582,1689262591.047498,1.205869,0.920896,-0.143527,-0.011568,0.006441,-163.484852,0.989558,3.058833,5.933605,0.174554
1690687609.363250,1689262591.056061,1.217141,0.913462,-0.143726,-0.011657,0.006361,-163.461863,0.989529,3.058845,5.933593,0.174535
1690687609.371612,1689262591.064407,1.205550,0.925625,-0.143497,-0.011571,0.006483,-163.488296,0.989562,3.058840,5.933580,0.174547
1690687609.379353,1689262591.072460,1.208419,0.916187,-0.143560,-0.011584,0.006397,-163.481122,0.989553,3.058834,5.933584,0.174553
1690687609.388660,1689262591.081211,1.207188,0.919572,-0.143464,-0.011577,0.006429,-163.492202,0.989567,3.058837,5.933579,0.174555
1690687609.405124,1689262591.097600,1.204565,0.914088,-0.143581,-0.011548,0.006383,-163.478754,0.989551,3.058846,5.933593,0.174544
1690687609.413409,1689262591.105857,1.209639,0.929980,-0.143444,-0.011611,0.006516,-163.494351,0.989569,3.058851,5.933595,0.174547
1690687609.421793,1689262591.114393,1.202949,0.926287,-0.143492,-0.011549,0.006492,-163.488869,0.989563,3.058851,5.933596,0.174553
1690687609.429659,1689262591.122427,1.200953,0.921139,-0.143560,-0.011526,0.006449,-163.481152,0.989554,3.058847,5.933617,0.174557
1690687609.438788,1689262591.131328,1.197234,0.926995,-0.143479,-0.011500,0.006505,-163.490408,0.989565,3.058842,5.933617,0.174542
1690687609.455359,1689262591.147791,1.204176,0.922106,-0.143630,-0.011555,0.006453,-163.472899,0.989543,3.058849,5.933619,0.174528
1690687609.463002,1689262591.155805,1.207237,0.927732,-0.143599,-0.011589,0.006498,-163.476426,0.989547,3.058825,5.933618,0.174560
1690687609.471584,1689262591.164206,1.204269,0.922976,-0.143574,-0.011557,0.006461,-163.479377,0.989551,3.058834,5.933617,0.174557
1690687609.480001,1689262591.172557,1.218896,0.921867,-0.143619,-0.011682,0.006432,-163.474080,0.989543,3.058847,5.933611,0.174534
1690687609.496758,1689262591.189280,1.205466,0.925496,-0.143483,-0.011570,0.006482,-163.489865,0.989564,3.058833,5.933596,0.174549
1690687609.505437,1689262591.197912,1.214128,0.913602,-0.143625,-0.011631,0.006367,-163.473565,0.989543,3.058857,5.933594,0.174538
1690687609.513640,1689262591.206050,1.207188,0.921700,-0.143457,-0.011580,0.006447,-163.492942,0.989568,3.058849,5.933587,0.174535
1690687609.525017,1689262591.214405,1.204350,0.920905,-0.143495,-0.011554,0.006444,-163.488631,0.989563,3.058842,5.933588,0.174564
1690687609.547180,1689262591.230810,1.206018,0.926258,-0.143455,-0.011575,0.006488,-163.493108,0.989568,3.058842,5.933590,0.174554
1690687609.554966,1689262591.247506,1.206825,0.915438,-0.143593,-0.011570,0.006392,-163.477310,0.989549,3.058854,5.933599,0.174573
1690687609.555700,1689262591.247563,1.201608,0.914393,-0.143544,-0.011523,0.006390,-163.483046,0.989556,3.058840,5.933606,0.174555
1690687609.562733,1689262591.255776,1.199289,0.916531,-0.143612,-0.011506,0.006411,-163.475175,0.989546,3.058852,5.933604,0.174555
1690687609.571556,1689262591.264162,1.207492,0.922949,-0.143545,-0.011584,0.006457,-163.482715,0.989555,3.058845,5.933614,0.174550
1690687609.579983,1689262591.272776,1.198205,0.924659,-0.143532,-0.011506,0.006483,-163.484331,0.989558,3.058843,5.933607,0.174548
